municao_id,categoria_id,Nível,titulo,afirmacao_veneno,pergunta_bisturi,refutacao_ponto1,refutacao_ponto2,refutacao_ponto3,Arsenal_de_Apoio (Obras e Autores),Aprenda mais,Capítulo,keywords,pontos_base,Variacoes_Semanticas,GEMINI,GEMINI,,
A197,Batalha_na_aula,4. MEC,Recapitulando a Liberdade,"Liberdade significa agir com conhecimento de causa para conseguir os objetivos desejados (...) é a liberdade do indivíduo enquanto ser-comunitário (...) o ponto de partida não deve ser a liberdade individual, mas sim o interesse coletivo.","Professor, o resumo junta três definições diferentes de liberdade sem mostrar a contradição. Se a liberdade é 'conseguir os objetivos desejados' pelo indivíduo, como isso se encaixa com a ideia de que o 'interesse coletivo' deve ser o ponto de partida? E se houver um conflito entre o meu objetivo e o 'interesse coletivo'?","O resumo é um exemplo de pensamento confuso. Ele justapõe uma definição liberal (""conseguir seus objetivos"") com uma definição rousseauniana (""ser-comunitário"") e uma definição socialista (""o interesse coletivo é o ponto de partida"").","Essa salada de conceitos serve para contrabandear a premissa coletivista. Ele começa com uma ideia de liberdade que soa bem para o indivíduo, mas termina subordinando-o completamente ao coletivo, cuja vontade será definida pelo Estado ou pelo partido.","A tradição liberal resolve esse problema com o Princípio do Dano (John Stuart Mill): sua liberdade de buscar seus objetivos vai até o ponto em que não prejudica a liberdade dos outros. O ""interesse coletivo"" é a proteção da liberdade de todos, não a imposição da vontade de um grupo.","1. John Stuart Mill, ""Sobre a Liberdade""<br2. Frédéric Bastiat, ""A Lei""",,,"Liberdade, individualismo, coletivismo, interesse coletivo, John Stuart Mill, Princípio do Dano, Frédéric Bastiat, A Lei",125,"Liberdade positiva vs negativa, Princípio do dano de John Stuart Mill, Interesse coletivo vs liberdade individual",,,,
A198,Batalha_na_aula,4. MEC,Recapitulando a Alienação,"Na sociedade atual, regida pelo capitalismo, o trabalho torna-se um instrumento de dominação (...) separa o homem do significado de sua existência tornando-o incapaz de reconhecer-se naquilo que faz.","Professor, o resumo afirma categoricamente que no capitalismo 'o trabalho torna-se' dominação. Isso não seria uma generalização abusiva? A experiência de milhões de profissionais liberais, artistas, cientistas, empreendedores e trabalhadores qualificados que encontram profundo significado e autonomia em seu trabalho dentro do capitalismo não refuta essa afirmação?","O texto usa uma retórica totalizante. Ele não diz ""alguns trabalhos podem ser"", mas ""o trabalho torna-se"". É uma tentativa de transformar uma crítica específica ao trabalho industrial do século XIX em uma lei universal e atemporal do capitalismo.","O conceito de ""capital humano"" mostra que, na economia moderna, o conhecimento e as habilidades do trabalhador são sua propriedade mais valiosa. Ele não está ""separado"" de seu trabalho; seu trabalho é a manifestação de seu capital intelectual.","O que realmente ""separa o homem do significado"" é a falta de liberdade e propósito. Um trabalho forçado em uma cooperativa estatal socialista, mesmo que o trabalhador seja ""dono"" dos meios de produção, é infinitamente mais alienante do que um trabalho escolhido livremente em uma empresa privada.","1. Gary Becker, ""Human Capital""<br2. Papa São João Paulo II, Encíclica ""Laborem Exercens""",,,"Alienação, trabalho, capitalismo, marxismo, economia do conhecimento, capital humano, propósito, significado, vocação, Laborem Exercens",125,"Todo trabalho no capitalismo é alienante?, Significado e propósito no trabalho, Capital humano, Crítica ao conceito de alienação",,,,
A199,Batalha_na_aula,4. MEC,Recapitulando a Ideologia,A ideologia (...) tem a função de manter a dominação de uma classe sobre outra.,"Professor, o resumo apresenta a definição marxista de ideologia como se fosse a única e a definitiva. Ele não omite outras definições, como a de ideologia como um 'mapa da realidade social' ou um 'sistema de crenças que orienta a ação política', que não são necessariamente sobre 'dominação'?","O resumo comete a falácia da definição unilateral. Ele apresenta um conceito complexo e disputado usando apenas a definição de uma corrente de pensamento, tratando-a como um fato consumado.","A própria ideia dos Direitos Humanos é uma ""ideologia"" no sentido de um sistema de crenças que orienta a ação política. Segundo a definição marxista, ela seria apenas uma ""ideologia burguesa"" para manter a dominação. Isso leva a absurdos.","Uma definição mais neutra de ideologia é a de um conjunto de crenças e valores sobre como a sociedade funciona e como ela deveria funcionar. Todas as correntes políticas têm uma ideologia (liberalismo, socialismo, conservadorismo). O marxismo não é a ciência que ""analisa"" as ideologias; ele é apenas mais uma delas.","1. Terry Eagleton, ""Ideologia: Uma Introdução""<br2. Michael Oakeshott, ""Racionalismo na Política""",,,"Ideologia, definição marxista, dominação de classe, sistema de crenças, Direitos Humanos, liberalismo, socialismo, conservadorismo, Terry Eagleton",125,"O que é ideologia?, Definição marxista de ideologia, Direitos humanos são ideologia?, Marxismo como ideologia",,,,
A20,Batalha_na_aula,3. Secundário (3º),Os mitos modernos são só ideologia?,"Na atualidade, assistimos a outros tipos de mitos, criados em volta do poder, com função ideológica, como os mitos da raça ou os mitos criados pela mídia em volta de celebridades.","Professor, ao focar apenas nos 'maus' mitos (ideologias, celebridades), não estamos ignorando a persistência de 'bons' mitos e arquétipos na nossa cultura (a jornada do herói no cinema, o ideal de justiça), que continuam a nos inspirar e a dar sentido à vida?","O problema não é a existência de mitos, mas a qualidade deles. O ser humano é um animal simbólico, ele precisa de narrativas para viver. A questão é: quais narrativas estamos escolhendo?","A ""Jornada do Herói"", estudada por Joseph Campbell, é um arquétipo mítico universal que aparece em Star Wars, O Senhor dos Anéis e até na história de Cristo. Esse mito não é uma ""ideologia"", é um mapa da jornada da alma em busca da maturidade e da redenção.","O perigo hoje não é ter mitos, mas ter mitos fracos e perversos. A cultura da celebridade nos dá um mito de fama sem mérito. A ideologia nos dá um mito de utopia sem sacrifício. A tarefa não é eliminar os mitos, mas restaurar os mitos verdadeiros e nobres.","1. Joseph Campbell, ""O Poder do Mito""<br>2. Jordan Peterson, ""Mapas do Significado""<br>3. J.R.R. Tolkien, ""Sobre Histórias de Fadas""",,,"Mitos modernos, arquétipos, Joseph Campbell, O Poder do Mito, jornada do herói, ideologia, celebridades, J.R.R. Tolkien, Jordan Peterson",40,"Mitos e arquétipos, A jornada do herói, Joseph Campbell, Cultura da celebridade, Sentido e narrativas",,,,
A200,Batalha_na_aula,4. MEC,"A ""Reinterpretação"" Final",A interpretação dos fenômenos (...) sob a ótica do materialismo histórico e dialético é o maior aporte de Marx (...) A teoria marxista (...) resgata e reinterpreta duas importantes categorias filosóficas: o materialismo e a dialética.,"Professor, o capítulo final apresenta o Marxismo como o 'maior aporte' e a culminação da filosofia. Isso não seria uma visão abertamente doutrinária e panfletária, que fecha o 'convite à filosofia' com uma única resposta, em vez de manter o espírito de questionamento que o próprio material dizia defender?","Este é o fechamento do laço ideológico. Depois de capítulos que misturam filosofia real com conceitos marxistas, o último capítulo eleva o marxismo à categoria de síntese final, a chave que decifra todos os enigmas.","Um verdadeiro ""convite à filosofia"" terminaria com perguntas abertas, não com uma resposta dogmática. O material se desmascara como um panfleto de recrutamento, não como um texto educacional.","O ""maior aporte"" de Marx não foi à ciência ou à filosofia, mas à técnica do poder revolucionário. Seu pensamento é mais bem entendido como um manual para a tomada e a manutenção do poder totalitário, não como uma busca pela verdade.","1. Leszek Kolakowski, ""As Principais Correntes do Marxismo""<br2. Alain Besançon, ""A Infelicidade do Século""",,,"Marxismo, doutrinação, ideologia, panfleto, filosofia, ciência, poder revolucionário, totalitarismo, Leszek Kolakowski, Alain Besançon",125,"Doutrinação marxista na escola, Marxismo como panfleto, Fim do convite à filosofia, Marxismo como técnica de poder",,,,
A201,Batalha_na_aula,0. Primário,Temos Fome de Quê?,"A gente não quer só comida, a gente quer comida, diversão e arte (...) A gente não quer só dinheiro, a gente quer dinheiro e felicidade. (Citando a música dos Titãs)","Professor(a), a música diz que temos fome de coisas além da comida. Essa 'fome' de felicidade, de arte e de um sentido para a vida não é o que a religião e a filosofia sempre chamaram de 'fome da alma'?","A música dos Titãs, mesmo sem querer, expressa uma verdade cristã fundamental: o homem não vive só de pão. Nossos desejos por comida e dinheiro são finitos, mas nosso desejo por felicidade e sentido é infinito.","Santo Agostinho explicou essa ""fome"" há 1600 anos: ""Fizeste-nos para Vós, Senhor, e o nosso coração está inquieto enquanto não repousa em Vós."" Essa inquietação é a busca por algo que o mundo material não pode nos dar.","Reduzir essa busca a ""diversão e arte"" é pouco. A verdadeira fome é por transcendência: a busca pela Verdade, pelo Bem e pela Beleza, que encontram sua plenitude em Deus. A arte e a diversão são apenas sombras dessa felicidade maior.","1. Santo Agostinho, ""Confissões"", Livro I<br>2. C.S. Lewis, ""O Peso da Glória"" (ensaio)",Filosofia 2,Capítulo 1,"Fome da alma, felicidade, sentido da vida, Santo Agostinho, Confissões, transcendência, Verdade, Bem, Beleza, Deus, C.S. Lewis",10,"Fome da alma, O homem não vive só de pão, Busca pelo sentido da vida, Coração inquieto de Santo Agostinho",,,,
A202,Batalha_na_aula,0. Primário,Natureza vs. Humanos: Inimigos?,A filosofia construiu (...) formas de conceituar e de explicar a natureza. Essas concepções fundaram um dualismo entre seres humanos x natureza.,"Professor(a), mas a Bíblia não começa com Deus criando a natureza e depois criando o homem para 'cultivar e guardar' o jardim? Isso não seria uma visão de parceria e responsabilidade, em vez de uma visão de inimizade?","A ideia de um ""dualismo"" onde o homem é inimigo da natureza é uma caricatura do pensamento ocidental. A visão judaico-cristã é a da mordomia: o homem como o zelador responsável pela criação de Deus.","O ser humano não está ""contra"" a natureza; ele é parte da natureza, mas uma parte especial. Somos os únicos com razão e consciência, e por isso temos o dever de cuidar do resto da criação, que os animais, por instinto, não têm.","A verdadeira oposição não é ""homem vs. natureza"", mas ordem vs. caos. O trabalho humano, quando bem feito, põe ordem na natureza (uma fazenda, um jardim) e cria beleza e prosperidade. O pecado e a irresponsabilidade é que geram a desordem e a destruição.","1. A Bíblia, ""Gênesis"", Capítulos 1 e 2<br2. Papa Francisco, Encíclica ""Laudato Si'""",Filosofia 2,Capítulo 1,"Homem vs Natureza, dualismo, Bíblia, Gênesis, mordomia, zeladoria, criação, razão, consciência, ordem, caos, Laudato Si'",10,"Homem vs natureza, Mordomia da criação, Ambientalismo cristão, Responsabilidade com o meio ambiente",,,,
A203,Batalha_na_aula,0. Primário,O que é Cultura?,Cultura opõe-se a natura (natureza). É o conjunto das representações e dos comportamentos adquiridos pelo homem enquanto ser social.,"Professor(a), mas a cultura não seria, antes de tudo, o resultado do nosso esforço para nos tornarmos pessoas melhores? O 'cultivo' da nossa própria mente e alma, como cultivar um jardim, para que dê bons frutos?","A palavra ""cultura"" vem de cultivo. A primeira cultura é a cultura da alma: o esforço para desenvolver as virtudes (coragem, justiça, temperança, sabedoria) e combater os vícios.","A cultura de uma sociedade (arte, leis, costumes) é o reflexo da cultura das almas dos indivíduos que a compõem. Uma sociedade de pessoas virtuosas gera uma cultura bela e justa. Uma sociedade de pessoas viciosas gera uma cultura feia e injusta.","Dizer que a cultura é apenas ""adquirida socialmente"" é uma meia-verdade. Nós também criamos e influenciamos a cultura com nossas escolhas diárias. Cada ato de bondade ou de maldade contribui para a cultura ao nosso redor.","1. Matthew Arnold, ""Cultura e Anarquia""<br2. Werner Jaeger, ""Paideia: A Formação do Homem Grego""",Filosofia 2,Capítulo 1,"Cultura, natura, cultivo da alma, virtudes, vícios, sociedade, escolhas, Matthew Arnold, Cultura e Anarquia, Werner Jaeger, Paideia",10,"Origem da palavra cultura, Cultivo da alma, Cultura e virtude, Formação do caráter",,,,
A204,Batalha_na_aula,0. Primário,Respeitar outras culturas é aceitar tudo?,"O etnocentrismo ocorre por que nossa compreensão do que seria a existência, dificultando nossa capacidade de perceber a diferença como algo 'normal'.","Professor(a), mas se uma cultura antiga praticava o sacrifício de crianças para os deuses, nós deveríamos achar isso 'normal' e aceitar, para não sermos etnocêntricos? Não existem certas coisas que são erradas em qualquer cultura, como a tortura ou o assassinato de inocentes?","Respeitar uma cultura não significa aprovar tudo o que ela faz. O verdadeiro respeito é ter a coragem de dialogar e de dizer, com base em uma lei moral universal, que certas práticas são objetivamente más e desumanas.","O relativismo cultural (a ideia de que não podemos julgar outras culturas) é uma armadilha. Ele nos impede de condenar atrocidades como o Holocausto nazista ou a escravidão, tratando-as apenas como ""costumes de outra cultura"".","Existe uma Lei Natural que a razão de todo ser humano pode reconhecer. Com base nela, podemos julgar costumes e leis como justos ou injustos. Chamar esse julgamento de ""etnocentrismo"" é uma forma de nos proibir de usar a nossa própria consciência moral.","1. C.S. Lewis, ""A Abolição do Homem""<br2. Papa Bento XVI, ""Discurso de Ratisbona""",Filosofia 2,Capítulo 1,"Etnocentrismo, relativismo cultural, lei moral universal, sacrifício humano, tortura, Lei Natural, C.S. Lewis, A Abolição do Homem, Bento XVI, Discurso de Ratisbona",10,"Relativismo cultural, Lei natural, Etnocentrismo, Tolerância e mal, Moralidade universal",,,,
A205,Batalha_na_aula,0. Primário,Conhecer é só Inventar?,"Para o educador brasileiro Paulo Freire o conhecimento é invenção e reinvenção, através do questionamento inquieto (...) de homens no mundo.","Professor(a), mas se o conhecimento é só 'invenção', como o senhor sabe que a Terra gira em torno do Sol? Alguém 'inventou' isso ou 'descobriu' uma verdade sobre a realidade que já existia antes de nós?","O conhecimento tem dois momentos. Primeiro, a descoberta: o ato de apreender com a nossa inteligência uma verdade que existe na realidade. A lei da gravidade não foi ""inventada"" por Newton, foi descoberta.","Depois da descoberta, vem a criação e a invenção: o uso desse conhecimento para criar coisas novas (tecnologia, arte, teorias). Mas a invenção sempre depende de uma descoberta prévia da verdade.","A ideia de que o conhecimento é pura ""invenção"" é a base do construtivismo, uma pedagogia que pode levar ao relativismo. Ela ensina que não existe verdade a ser descoberta, apenas ""narrativas"" a serem construídas.","1. Mortimer Adler, ""Aristóteles para Todos""<br2. Tomás de Aquino (sobre a verdade como adequação do intelecto à realidade)",Filosofia 2,Capítulo 1,"Conhecimento, invenção, descoberta, Paulo Freire, construtivismo, relativismo, verdade, realidade, Tomás de Aquino, adequação do intelecto à realidade",10,"Conhecimento é descoberta ou invenção?, Construtivismo, Crítica a Paulo Freire, Verdade objetiva",,,,
A206,Batalha_na_aula,1. Secundário (1º),A gente não quer só comida,"Bebida é água, Comida é pasto. Você tem sede de quê? Você tem fome de quê? A gente não quer só comida. A gente quer comida, diversão e arte. (Citando a música dos Titãs)","Professor, o texto usa essa música para ilustrar a busca humana por algo além do material. Mas essa busca por 'diversão e arte' não seria, como dizia Pascal, uma forma de 'divertissement', uma distração para não termos que encarar as questões mais profundas sobre nossa existência, como a morte e o sentido da vida?","A música expressa a insatisfação humana com o puramente material, o que é um ponto de partida filosófico válido.","No entanto, a resposta que ela oferece (""diversão, balé, prazer"") é superficial. O filósofo Blaise Pascal chamaria isso de divertissement (divertimento, distração): a busca incessante por ocupações para nos distrairmos da nossa condição miserável sem Deus.","A verdadeira fome da alma não é saciada com ""diversão e arte"", mas com a busca pela Verdade e pelo Bem. A arte e o lazer só têm valor real quando estão ordenados para um fim mais elevado, como a celebração da beleza da criação ou o descanso justo do trabalhador.","1. Blaise Pascal, ""Pensamentos""<br2. Josef Pieper, ""O Ócio como Fonte de Cultura""",Filosofia 2,Capítulo 1,"Busca material, Pascal, divertissement, distração, sentido da vida, fome da alma, Verdade, Bem, Josef Pieper, Ócio",20,"Divertissement de Pascal, Distração e sentido da vida, Fome da alma, Busca pela felicidade",,,,
A207,Batalha_na_aula,1. Secundário (1º),Homem Essencialista,"Na concepção essencialista (...) toda a forma de existência (vida) possui uma essência, uma natureza fixa e permanente, na qual estão inscritas os valores que definem a ação.","Professor, o texto apresenta o 'essencialismo' como uma visão antiga. Mas a biologia moderna, com a descoberta do DNA, não confirmou de forma científica que cada espécie, inclusive a humana, possui uma 'essência', um código genético fixo que define sua natureza e suas potencialidades?","O essencialismo não é uma ideia ""ultrapassada""; é a base do senso comum e da ciência. Reconhecer que um gato tem uma ""natureza de gato"" e um homem tem uma ""natureza humana"" é o ponto de partida para qualquer conhecimento da realidade.","A descoberta do DNA é a confirmação material da ideia filosófica de ""essência"" ou ""forma"" de Aristóteles. É a ""informação"" que organiza a matéria para que ela seja um tipo específico de ser.","A negação da essência (o anti-essencialismo, como o de Sartre) leva a absurdos lógicos. Se não há uma natureza humana, não há como falar em direitos humanos, pois não existe um ""humano"" universal ao qual esses direitos se apliquem.","1. Aristóteles, ""Metafísica""<br2. Edward Feser, ""A Última Superstição: Uma Refutação do Novo Ateísmo""",Filosofia 2,Capítulo 1,"Essencialismo, natureza humana, biologia, DNA, Aristóteles, forma, anti-essencialismo, Sartre, direitos humanos, Edward Feser",20,"Essencialismo vs existencialismo, Natureza humana, DNA como essência, Base dos direitos humanos",,,,
A208,Batalha_na_aula,1. Secundário (1º),Homem Naturalista,"Na perspectiva naturalista (...) o ser humano faz parte da natureza física, sendo, portanto, mais um ser vivo como os demais.","Professor, se o ser humano é 'mais um ser vivo como os demais', por que somos os únicos que estudam os outros seres vivos, que criam arte, que têm consciência da morte e que se perguntam sobre o sentido da vida? Essa diferença radical não aponta para uma diferença de natureza, e não apenas de grau?","O naturalismo comete a falácia de reduzir o superior ao inferior. Ele tenta explicar a mente humana, a moralidade e a consciência como meros subprodutos de processos materiais e evolutivos, ignorando a ruptura ontológica entre o homem e o animal.","O homem não é apenas um ""animal racional"". A tradição clássica o define como a ponte entre o mundo material e o mundo espiritual. Temos um corpo animal, mas uma alma espiritual, com intelecto e vontade livre.","Se o naturalismo fosse verdade, a própria ciência seria impossível. Um pensamento que é apenas um evento neuroquímico no cérebro não pode ser ""verdadeiro"" ou ""falso"", assim como uma dor de estômago não é ""verdadeira"" ou ""falsa"". Ela apenas é.","1. C.S. Lewis, ""O Problema do Sofrimento"" e ""Milagres""<br2. G.K. Chesterton, ""O Homem Eterno""",Filosofia 2,Capítulo 1,"Naturalismo, ser humano, animal, alma, espírito, consciência, moralidade, razão, C.S. Lewis, G.K. Chesterton, O Homem Eterno, reducionismo",20,"O homem é só um animal?, Reducionismo materialista, Alma espiritual, Diferença entre homem e animal",,,,
A209,Batalha_na_aula,1. Secundário (1º),Homem Histórico-Social,"Na perspectiva histórico-social, o ser humano (...) passa a ser compreendido como membro de uma sociedade, como um sujeito, natural e histórico.","Professor, o texto diz que somos 'determinados por condições objetivas do mundo e da sociedade'. Se somos 'determinados', onde fica a liberdade e a responsabilidade individual que o próprio texto defendia antes?","A perspectiva ""histórico-social"", como apresentada, é um eufemismo para o determinismo marxista. Ela enfatiza o condicionamento social a ponto de anular a liberdade individual.",É uma meia-verdade perigosa. É claro que somos influenciados pela nossa sociedade e pela história. Mas a questão fundamental é se temos a capacidade de transcender esses condicionamentos através de nossas escolhas.,"A experiência dos dissidentes em regimes totalitários (Solzhenitsyn na URSS, Havel na Tchecoslováquia) prova que o espírito humano pode resistir e dizer ""não"" às ""condições objetivas"", mesmo ao custo da própria vida. A liberdade é real.","1. Aleksandr Solzhenitsyn, ""Arquipélago Gulag""<br2. Viktor Frankl, ""Em Busca de Sentido""",Filosofia 2,Capítulo 1,"Homem histórico-social, determinismo, marxismo, liberdade, responsabilidade individual, condicionamento social, transcendência, dissidentes, Solzhenitsyn, Viktor Frankl",20,"Determinismo social, Somos produto do meio?, Liberdade individual vs condicionamento, Crítica ao marxismo",,,,
A21,Batalha_na_aula,5. Graduação,A Gênese da Filosofia é Materialista?,"Segundo Chauí, o que tornou possível o surgimento da Filosofia foram as condições econômicas, sociais e políticas da Grécia no século VI a.C.","Professor, ao adotar a tese de Jean-Pierre Vernant e Marilena Chauí, que reduz a gênese da filosofia a fatores sócio-históricos, não estamos ignorando a crítica de que essa abordagem é um anacronismo que projeta categorias do materialismo do século XIX sobre a antiguidade, negligenciando a dimensão metafísica e existencial que os próprios gregos consideravam central?","A escola de Jean-Pierre Vernant (e sua popularização no Brasil por Chauí) aplica uma metodologia estruturalista e semi-marxista à Grécia antiga. É uma interpretação, e não um fato. Ela deliberadamente minimiza a busca pela Verdade transcendente como motor da filosofia.","Filósofos como Eric Voegelin argumentam que a filosofia nasce de uma ""experiência de ordem"" na alma do filósofo, uma resposta à desordem social e espiritual de seu tempo. É uma busca existencial por um fundamento perdido, não um reflexo de novas práticas comerciais.","A própria ideia de ""condições de possibilidade"" é um conceito kantiano/moderno. Aplicá-lo à gênese da filosofia é interpretar o passado com as lentes do presente, o que é um erro metodológico fundamental combatido pela hermenêutica filosófica (Gadamer).","1. Eric Voegelin, ""Ordem e História, Vol. 2""<br>2. Giovanni Reale, ""Por uma Nova Interpretação de Platão""<br>3. Jean-Pierre Vernant, ""As Origens do Pensamento Grego"" (para ler a fonte da falácia)",,,"Gênese da filosofia, materialismo histórico, Marilena Chauí, Jean-Pierre Vernant, anacronismo, metafísica, experiência de ordem, Eric Voegelin, Verdade transcendente, hermenêutica",100,"Origem da filosofia, Crítica a Marilena Chauí, Materialismo histórico, Eric Voegelin, Busca pela verdade transcendente",,,,
A210,Batalha_na_aula,1. Secundário (1º),"Conhecimento para ""Transformar o Mundo""",O conhecimento deve constituir-se numa ferramenta essencial para intervir no mundo. (...) Conhecemos para (...) interpretar e transformar o mundo. (Citando Paulo Freire e Marx),"Professor, a frase de Marx de que 'os filósofos apenas interpretaram o mundo, cabe a nós transformá-lo' não seria a receita para a tirania? Se a 'transformação' vem antes da correta 'interpretação', não corremos o risco de destruir o que não entendemos, como um cirurgião que opera sem conhecer a anatomia?","A pressa em ""transformar"" o mundo antes de compreendê-lo é a marca da arrogância revolucionária. É o que Edmund Burke criticou na Revolução Francesa: a tentativa de redesenhar a sociedade com base em teorias abstratas, ignorando a sabedoria contida na tradição.","A primeira tarefa da filosofia é contemplativa: buscar a verdade e a ordem da realidade. A segunda é ética: ordenar a própria alma de acordo com essa verdade. Só depois, e com muita prudência, vem a ação política para tentar melhorar a ordem da sociedade.","A frase de Marx é o lema da soberba gnóstica: a crença de que se possui um conhecimento secreto que dá o direito de demolir o mundo existente para criar um paraíso futuro. O resultado dessa soberba, no século XX, foi um cemitério de 100 milhões de mortos.","1. Edmund Burke, ""Reflexões sobre a Revolução na França""<br2. Eric Voegelin, ""Ciência, Política e Gnose""",Filosofia 2,Capítulo 1,"Conhecimento, transformar o mundo, Marx, Paulo Freire, práxis, contemplação, interpretação, arrogância revolucionária, Edmund Burke, prudência, engenharia social",20,"Filósofos só interpretaram o mundo, Práxis revolucionária, Arrogância gnóstica, Prudência vs revolução",,,,
A211,Batalha_na_aula,2. Secundário (2º),Dualismo Homem-Natureza,"Na história da filosofia europeia, ao longo dos séculos se consolidou um dualismo entre Seres Humanos versus Natureza (...) Com a filosofia de René Descartes, essa oposição homem-natureza (...) se completam.","Professor, o texto atribui o dualismo a toda a 'filosofia europeia' e o consolida com Descartes. Mas a visão de Santo Tomás de Aquino, que era dominante antes de Descartes e que via o homem como uma unidade de corpo e alma (hilemorfismo), não seria o exato oposto desse dualismo?","O texto comete uma generalização histórica grosseira. A principal corrente de pensamento medieval, o Tomismo, era anti-dualista. Para Aristóteles e Tomás de Aquino, o homem é uma substância única, onde corpo (matéria) e alma (forma) são inseparáveis.","O dualismo mente-corpo é uma invenção específica de René Descartes no século XVII. Ele foi uma ruptura radical com a tradição anterior, não sua consolidação. A crise moderna da alienação do homem em relação ao seu próprio corpo começa com Descartes.","A visão cristã tradicional, baseada na Encarnação (Deus se fez carne), é a maior afirmação da dignidade do mundo material e do corpo humano. É o oposto de um dualismo que despreza a matéria.","1. Santo Tomás de Aquino, ""Suma Teológica"", Primeira Parte, Questão 76<br2. Gilbert Ryle, ""The Concept of Mind"" (crítica ao ""fantasma na máquina"" de Descartes)",Filosofia 2,Capítulo 1,"Dualismo, homem-natureza, Descartes, filosofia europeia, Tomás de Aquino, hilemorfismo, unidade corpo-alma, dualismo mente-corpo, Encarnação",30,"Dualismo cartesiano, Hilemorfismo de Tomás de Aquino, Unidade corpo-alma, Crítica a Descartes",,,,
A212,Batalha_na_aula,2. Secundário (2º),"O ""Antropocentrismo"" Cartesiano","Esse modo de pensar é (...) chamado de visão antropocêntrica de mundo, pois coloca o ser humano no centro do universo, em oposição à natureza. Esta concepção está vinculada ao mercantilismo.","Professor, mas o antropocentrismo cristão, que coloca o homem como o centro da Criação por ser a imagem de Deus, não leva à responsabilidade e à mordomia? O antropocentrismo de Descartes, que coloca a razão humana autônoma no centro, não seria algo completamente diferente, que leva ao orgulho e à exploração?","É crucial distinguir entre antropocentrismo teocêntrico (cristão) e antropocentrismo secular (moderno). O primeiro diz: ""O homem é especial porque Deus o fez assim, portanto, ele tem deveres"". O segundo diz: ""O homem é especial porque ele mesmo se declarou assim, portanto, ele tem direitos ilimitados.""","O problema de Descartes não é colocar o homem no centro, mas colocar a razão individual e autônoma como o fundamento de toda a realidade. É a substituição de Deus pelo ""Eu pensante"".","A acusação de que essa visão está ""vinculada ao mercantilismo"" é, mais uma vez, um reducionismo marxista, que tenta explicar uma revolução filosófica profunda por causas puramente econômicas.","1. C.S. Lewis, ""A Abolição do Homem""<br2. Romano Guardini, ""O Fim do Mundo Moderno""",Filosofia 2,Capítulo 1,"Antropocentrismo, Descartes, teocentrismo, razão autônoma, Eu pensante, C.S. Lewis, A Abolição do Homem, Romano Guardini, reducionismo marxista",30,"Antropocentrismo teocêntrico vs secular, Abolição do homem de C.S. Lewis, Eu pensante de Descartes",,,,
A213,Batalha_na_aula,2. Secundário (2º),Etnocentrismo e a Verdade,"A perspectiva etnocêntrica significa ter a sua cultura como a única cultura verdadeira, que se explicitam em práticas sociais de não aceitação das diferenças.","Professor, se um missionário chega a uma tribo que pratica canibalismo e tenta convencê-los de que comer pessoas é errado, ele está sendo 'etnocêntrico'? Ou ele está defendendo uma verdade moral universal que vale para todos os seres humanos?","O conceito de ""etnocentrismo"" é usado aqui como uma arma do relativismo cultural. Ele confunde a defesa de verdades universais (como o direito à vida) com a imposição de costumes arbitrários.","A Civilização Ocidental não se afirmou por dizer que seus costumes eram superiores, mas por defender que suas ideias sobre a verdade, a justiça e a dignidade humana, baseadas na razão (filosofia grega) e na revelação (cristianismo), eram universalmente verdadeiras.","O verdadeiro etnocentrismo é o relativismo, que se recusa a acreditar que outras culturas possam descobrir e compartilhar as mesmas verdades universais. Ele aprisiona cada cultura em sua própria ""visão de mundo"", negando a possibilidade de um diálogo real em busca da Verdade.","1. Papa Bento XVI, ""Discurso de Ratisbona""<br2. Leo Strauss, ""Direito Natural e História""",Filosofia 2,Capítulo 1,"Etnocentrismo, relativismo cultural, verdade moral universal, canibalismo, Lei Natural, civilização ocidental, diálogo, Bento XVI, Discurso de Ratisbona, Leo Strauss",30,"Relativismo cultural vs verdade universal, Etnocentrismo, Lei moral natural",,,,
A214,Batalha_na_aula,2. Secundário (2º),"O ""Homem que Come"" e a Antropofagia",O Movimento Antropofágico foi criado com a intenção de 'deglutir' a cultura europeia e transformá-la em algo bem brasileiro.,"Professor, essa ideia de 'deglutir' e 'transformar' a cultura europeia não é exatamente o que a Civilização Ocidental sempre fez? Os romanos não 'deglutiram' a cultura grega? Santo Tomás de Aquino não 'deglutiu' o filósofo pagão Aristóteles para construir a filosofia cristã?","A ""antropofagia"" de Oswald de Andrade não é uma ideia original, mas uma redescoberta tardia e nacionalista de um princípio universal da alta cultura.","Uma cultura viva e forte não é aquela que se fecha em uma suposta ""pureza"" original, mas aquela que tem a confiança de assimilar o melhor de outras culturas sem perder sua própria identidade.","O problema do Movimento Antropofágico é que, na prática, ele muitas vezes ""deglutiu"" as piores modas vanguardistas da Europa (futurismo, surrealismo) e as apresentou como ""brasilidade"", enquanto desprezava as verdadeiras raízes da cultura brasileira (a herança barroca, católica e ibérica).","1. T.S. Eliot, ""Tradição e Talento Individual"" (ensaio)<br2. Gilberto Freyre, ""Casa-Grande & Senzala""",Filosofia 2,Capítulo 1,"Movimento Antropofágico, Oswald de Andrade, cultura europeia, cultura brasileira, assimilação cultural, identidade nacional, T.S. Eliot, Tradição e Talento Individual, Gilberto Freyre",30,"Movimento antropofágico, Oswald de Andrade, Assimilação cultural, Tradição e talento individual",,,,
