Timestamp,Arquivo_Origem,ID_Agente,Fenotipo,Estado_Cognitivo,Friccao_Brandolini,Acao_Executada
"2026-03-28 19:27:33,397",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 19:28:06,310",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,,,
"2026-03-28 19:28:29,690",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 19:28:56,421",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 19:29:31,517",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 19:30:05,484",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 19:30:30,257",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 19:30:58,033",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:31:37,179",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,,,
"2026-03-28 19:32:00,257",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 19:32:27,942",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 19:32:49,606",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 19:33:10,910",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 19:33:45,959",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:34:12,192",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 19:34:44,848",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 19:35:09,647",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,,,
"2026-03-28 19:35:48,099",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,,,
"2026-03-28 19:36:24,124",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,,,
"2026-03-28 19:36:45,616",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,,,
"2026-03-28 19:37:15,884",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 19:37:41,974",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,,,
"2026-03-28 19:38:07,068",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 19:38:42,623",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 19:39:14,191",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 19:39:42,468",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 19:40:04,572",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:40:24,560",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,,,
"2026-03-28 19:40:49,645",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:41:19,097",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 19:41:49,919",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:42:18,955",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 19:42:49,817",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 19:43:19,581",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,,,
"2026-03-28 19:43:56,753",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 19:44:30,125",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 19:45:04,352",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,,,
"2026-03-28 19:45:42,154",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,,,
"2026-03-28 19:46:04,692",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,,,
"2026-03-28 19:46:30,270",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,,,
"2026-03-28 19:47:10,956",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 19:47:40,889",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:48:06,312",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 19:48:34,551",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 19:49:14,603",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 19:49:43,517",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 19:50:10,383",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 19:50:49,199",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,,,
"2026-03-28 19:51:23,698",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:51:49,425",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 19:52:12,343",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 19:52:47,951",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 19:53:19,953",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 19:53:50,175",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:54:17,599",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 19:54:51,176",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 19:55:17,001",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:55:52,729",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,,,
"2026-03-28 19:56:20,332",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,,,
"2026-03-28 19:56:43,624",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,,,
"2026-03-28 19:57:14,107",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 19:57:51,617",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,,,
"2026-03-28 19:58:14,636",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:58:42,219",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 19:59:16,555",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 19:59:44,829",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 20:00:20,217",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 20:00:48,131",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,,,
"2026-03-28 20:01:25,184",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:01:52,680",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 20:02:23,152",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 20:02:54,332",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 20:03:20,638",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 20:03:48,981",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:04:20,202",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 20:05:04,080",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 20:05:42,625",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,,,
"2026-03-28 20:06:11,612",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:06:38,270",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,,,
"2026-03-28 20:07:15,681",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:07:41,919",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 20:08:13,286",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:08:46,244",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 20:09:35,609",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 20:10:13,903",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 20:10:39,765",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 20:11:13,208",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 20:11:47,835",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,,,
"2026-03-28 20:12:10,496",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,,,
"2026-03-28 20:12:38,166",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 20:13:10,958",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 20:13:33,516",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 20:14:11,524",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 20:14:42,001",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:15:06,098",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 20:15:41,872",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 20:16:11,390",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,,,
"2026-03-28 20:16:46,197",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,,,
"2026-03-28 20:17:12,148",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,,,
"2026-03-28 20:17:41,585",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,,,
"2026-03-28 20:18:12,004",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 20:18:40,411",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,,,
"2026-03-28 20:19:12,566",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 20:19:46,298",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 20:20:11,860",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:20:58,148",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:21:29,194",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 20:21:58,044",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,,,
"2026-03-28 20:22:24,611",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,,,
"2026-03-28 20:22:53,728",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 20:23:24,497",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 20:23:55,830",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,,,
"2026-03-28 20:24:21,526",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 20:24:48,799",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,,,
"2026-03-28 20:25:14,195",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 20:25:41,271",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
"2026-03-28 20:26:07,955",R1 - 2026 03 28 18 29 42 207.txt,being12,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:26:37,580",R1 - 2026 03 28 18 29 42 207.txt,being13,TABULA_RASA,,,
"2026-03-28 20:27:05,907",R1 - 2026 03 28 18 29 42 207.txt,being14,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:27:33,634",R1 - 2026 03 28 18 29 42 207.txt,being15,TABULA_RASA,,,
"2026-03-28 20:28:09,168",R1 - 2026 03 28 18 29 42 207.txt,being16,TABULA_RASA,,,
"2026-03-28 20:28:46,950",R1 - 2026 03 28 18 29 42 207.txt,being17,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:29:22,211",R1 - 2026 03 28 18 29 42 207.txt,being18,TABULA_RASA,,,
"2026-03-28 20:29:48,559",R1 - 2026 03 28 18 29 42 207.txt,being19,TABULA_RASA,,,
"2026-03-28 20:30:21,370",R1 - 2026 03 28 18 29 42 207.txt,being0,TABULA_RASA,,,
"2026-03-28 20:31:03,173",R1 - 2026 03 28 18 29 42 207.txt,being1,TABULA_RASA,,,
"2026-03-28 20:31:27,972",R1 - 2026 03 28 18 29 42 207.txt,being2,TABULA_RASA,,,
"2026-03-28 20:31:46,302",R1 - 2026 03 28 18 29 42 207.txt,being3,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:32:17,704",R1 - 2026 03 28 18 29 42 207.txt,being4,TABULA_RASA,,,
"2026-03-28 20:32:45,708",R1 - 2026 03 28 18 29 42 207.txt,being5,TABULA_RASA,,,
"2026-03-28 20:33:15,636",R1 - 2026 03 28 18 29 42 207.txt,being6,TABULA_RASA,,,
"2026-03-28 20:33:41,446",R1 - 2026 03 28 18 29 42 207.txt,being7,TABULA_RASA,FALHA DE FORMATAÇÃO DA IA (Verificar txt original),-,-
"2026-03-28 20:34:18,828",R1 - 2026 03 28 18 29 42 207.txt,being8,TABULA_RASA,,,
"2026-03-28 20:34:57,111",R1 - 2026 03 28 18 29 42 207.txt,being9,TABULA_RASA,,,
"2026-03-28 20:35:29,512",R1 - 2026 03 28 18 29 42 207.txt,being10,TABULA_RASA,,,
"2026-03-28 20:35:54,658",R1 - 2026 03 28 18 29 42 207.txt,being11,TABULA_RASA,,,
